<<<<<<< HEAD
Ticker,close,date,high,low,open,volume,daily_return,cumulative_return,yearly_return,volatility,monthly_return,Matched_Processed_Symbol,COMPANY,sector,year
APOLLOHOSP,5118.95,2023-10-03 05:30:00,5154.95,5066.0,5138.95,268482,0.0,0.0,10.99738273382696,0.0141345747050707,-6.208466710125613,apollohosp,APOLLO HOSPITALS,MISCELLANEOUS,2023
M&M,1537.4,2023-10-03 05:30:00,1598.0,1533.05,1597.2,3436776,0.0,0.0,8.276984723265718,0.0192127729487868,-8.677685950413231,mm,M&M,AUTOMOBILES,2023
GRASIM,1913.84,2023-10-03 05:30:00,1931.32,1899.1,1920.46,591326,0.0,0.0,10.720868958478691,0.0144651138119815,-2.146881476312968,grasim,GRASIM,TEXTILES,2023
ICICIBANK,940.3,2023-10-03 05:30:00,951.6,939.0,951.6,11131636,0.0,0.0,4.728877679697352,0.0127888973881047,-3.8093736864228656,icicibank,ICICI BANK,BANKING,2023
ADANIENT,2387.25,2023-10-03 05:30:00,2424.9,2372.0,2418.0,2019899,0.0,0.0,17.82258064516128,0.0286005237925087,-5.101323407775017,adanigreen,ADANI ENTERPRISES,MISCELLANEOUS,2023
ADANIPORTS,831.4,2023-10-03 05:30:00,836.75,824.25,826.0,2453090,0.0,0.0,24.01331719128328,0.0260286434545126,-4.993946731234867,adaniports,ADANI PORTS & SEZ,MISCELLANEOUS,2023
BEL,139.2,2023-10-03 05:30:00,140.6,137.2,137.9,19010910,0.0,0.0,33.57505438723712,0.0232833920598751,-3.3720087019579443,bel,BHARAT ELECTRONICS,DEFENCE,2023
BAJAJFINSV,1561.05,2023-10-03 05:30:00,1564.2,1527.0,1530.25,1083086,0.0,0.0,10.165005718019929,0.0141178495438569,2.5682078091815037,bajajfinsv,BAJAJ FINSERV,FINANCE,2023
EICHERMOT,3351.4,2023-10-03 05:30:00,3434.95,3302.9,3426.9,1354075,0.0,0.0,20.9110274592197,0.016098898407438,-3.832910210394231,eichermot,EICHER MOTORS,AUTOMOBILES,2023
COALINDIA,291.9,2023-10-03 05:30:00,297.1,290.1,297.05,9348540,0.0,0.0,26.57801716882679,0.0214114491479055,5.790270998148456,coalindia,COAL INDIA,MINING,2023
MARUTI,10346.9,2023-10-03 05:30:00,10709.8,10303.3,10709.8,623006,0.0,0.0,-3.8049263291564737,0.0137124937724479,-2.9645745018581118,maruti,MARUTI SUZUKI,AUTOMOBILES,2023
INDUSINDBK,1435.4,2023-10-03 05:30:00,1438.4,1420.0,1432.0,1442499,0.0,0.0,11.658519553072628,0.0191111933352513,0.6494413407821197,indusindbk,INDUSIND BANK,BANKING,2023
ASIANPAINT,3166.85,2023-10-03 05:30:00,3227.8,3162.0,3166.1,1219145,0.0,0.0,7.463440826253125,0.0126646796709248,-5.38201572913048,asianpaint,ASIAN PAINTS,PAINTS,2023
TATASTEEL,128.0,2023-10-03 05:30:00,129.1,127.25,129.0,18613557,0.0,0.0,8.217054263565887,0.0182316391523589,-7.945736434108527,tatasteel,TATA STEEL,STEEL,2023
HDFCLIFE,633.55,2023-10-03 05:30:00,637.5,628.55,634.45,3454441,0.0,0.0,1.9308062101032388,0.0146300772585872,-2.537631018992832,hdfclife,HDFC LIFE INSURANCE,INSURANCE,2023
DRREDDY,1092.34,2023-10-03 05:30:00,1117.38,1090.0,1117.38,2065240,0.0,0.0,3.7766919042760576,0.0124901002128858,-3.9261486692083367,drreddy,DR. REDDYS LAB,PHARMACEUTICALS,2023
SUNPHARMA,1141.45,2023-10-03 05:30:00,1161.95,1139.25,1159.55,1946966,0.0,0.0,8.615411150877504,0.0117328229377482,-6.118752964512099,sunpharma,SUN PHARMA,PHARMACEUTICALS,2023
KOTAKBANK,1727.05,2023-10-03 05:30:00,1735.0,1715.45,1730.0,5534869,0.0,0.0,10.294797687861266,0.0142156638822556,0.5433526011560746,kotakbank,KOTAK MAHINDRA BANK,BANKING,2023
SHRIRAMFIN,1921.95,2023-10-03 05:30:00,1939.9,1881.0,1938.0,2207907,0.0,0.0,5.949432404540773,0.021686664608624,-3.0005159958720378,shriramfin,SHRIRAM FINANCE,FINANCE,2023
NESTLEIND,2231.52,2023-10-03 05:30:00,2259.47,2225.52,2250.69,500130,0.0,0.0,18.09844980872533,0.0125168336382368,7.677201213849973,nestleind,NESTLE,FOOD & TOBACCO,2023
ONGC,184.6,2023-10-03 05:30:00,189.3,183.65,189.3,22118500,0.0,0.0,8.32012678288431,0.0222473121756833,-1.6640253565768652,ongc,ONGC,ENERGY,2023
CIPLA,1182.8,2023-10-03 05:30:00,1185.7,1170.95,1184.0,1581125,0.0,0.0,5.26182432432432,0.0163324157657603,1.351351351351351,cipla,CIPLA,PHARMACEUTICALS,2023
BPCL,170.68,2023-10-03 05:30:00,174.6,170.43,174.25,10514554,0.0,0.0,29.3142037302726,0.022068851102665,0.2180774748923933,bpcl,BPCL,ENERGY,2023
BRITANNIA,4495.45,2023-10-03 05:30:00,4553.25,4486.6,4524.8,543482,0.0,0.0,17.98201025459688,0.0130392183699841,-2.172471711456864,titan,TITAN,RETAILING,2023
SBILIFE,1292.45,2023-10-03 05:30:00,1302.15,1282.65,1302.15,1282289,0.0,0.0,10.018047075989694,0.0151134284261964,5.045501670314466,sbilife,SBI LIFE INSURANCE,INSURANCE,2023
HINDALCO,479.95,2023-10-03 05:30:00,484.55,476.6,483.1,4657602,0.0,0.0,27.271786379631543,0.0195868364114309,-4.885116953011803,hindalco,HINDALCO,ALUMINIUM,2023
HEROMOTOCO,3015.6,2023-10-03 05:30:00,3064.9,2991.5,3058.0,387906,0.0,0.0,35.367887508175286,0.016563238026907,0.9924787442773024,heromotoco,HERO MOTOCORP,AUTOMOBILES,2023
AXISBANK,1041.05,2023-10-03 05:30:00,1044.7,1032.6,1035.0,11589322,0.0,0.0,6.502415458937194,0.0156249649291584,-5.13526570048309,axisbank,AXIS BANK,BANKING,2023
HDFCBANK,1508.05,2023-10-03 05:30:00,1527.0,1506.0,1527.0,19485847,0.0,0.0,11.93516699410609,0.0134898004053822,-3.307138179436804,hdfcbank,HDFC BANK,BANKING,2023
BAJAJ-AUTO,5016.45,2023-10-03 05:30:00,5073.0,4997.1,5065.0,464531,0.0,0.0,34.20039486673247,0.0176093699398215,4.917077986179668,bajajauto,BAJAJ AUTO,AUTOMOBILES,2023
SBIN,586.25,2023-10-04 05:30:00,600.45,584.45,600.0,24914612,-0.0276971556513807,-0.0276971556513807,7.618169627891373,0.0179393448217401,-5.204492122024818,sbin,SBI,BANKING,2023
BAJFINANCE,7854.05,2023-10-04 05:30:00,8043.0,7820.0,8025.0,1176384,-0.0142514684472112,-0.0142514684472112,-5.822666049763522,0.0159184948977344,-3.703346699568175,bajfinance,BAJAJ FINANCE,FINANCE,2023
TITAN,3166.65,2023-10-04 05:30:00,3205.0,3151.0,3186.0,486969,-0.0092608525615955,-0.0092608525615955,16.72541920731706,0.0141358930386301,1.2973196138211354,titan,TITAN,RETAILING,2023
ITC,436.1,2023-10-04 05:30:00,441.7,433.3,439.75,13396709,-0.0083001705514496,-0.0083001705514496,4.784580498866219,0.0119437024583196,-2.857142857142862,itc,ITC,FOOD & TOBACCO,2023
TCS,3537.75,2023-10-04 05:30:00,3548.0,3477.3,3486.3,1788138,0.0068016563029156,0.0068016563029156,7.334050138645246,0.013161771587106,-4.68139890215607,tcs,TCS,SOFTWARE,2023
LT,3027.75,2023-10-04 05:30:00,3064.1,2990.05,3064.1,3100946,-0.0148051736760758,-0.0148051736760758,15.967768459135009,0.0169639041500464,-3.665515540207197,lt,L&T,ENGINEERING,2023
TATACONSUM,854.13,2023-10-04 05:30:00,859.17,844.5,856.36,615431,-0.0082094751509522,-0.0082094751509522,24.919703951962013,0.0148047736681353,3.5050970534841506,tataconsumer,TATA CONSUMER,FMCG,2023
RELIANCE,1157.08,2023-10-04 05:30:00,1159.5,1147.55,1154.5,10286386,-0.001725506436139,-0.001725506436139,10.944487840888604,0.0135620671300733,-1.8043383091410063,reliance,RELIANCE IND.,ENERGY,2023
HCLTECH,1239.55,2023-10-04 05:30:00,1244.8,1225.0,1234.0,2253785,0.0006862032776298,0.0006862032776298,18.953346855983767,0.0142946506811317,3.5294117647058822,hcltech,HCL TECHNOLOGIES,SOFTWARE,2023
JSWSTEEL,756.6,2023-10-04 05:30:00,768.0,753.15,767.95,1654158,-0.0177215189873417,-0.0177215189873417,13.353937286716896,0.0163839323567222,-5.176743287618304,jswsteel,JSW STEEL,STEEL,2023
ULTRACEMCO,8120.85,2023-10-04 05:30:00,8292.55,8045.05,8292.55,884369,-0.0221616154318533,-0.0221616154318533,26.710097719869708,0.0143145967068882,1.607552177584751,ultracemco,ULTRATECH CEMENT,CEMENT,2023
POWERGRID,199.0,2023-10-04 05:30:00,199.4,195.4,198.9,14120040,-0.0027562014532699,-0.0027562014532699,19.34591194968553,0.0186714422966643,1.710691823899374,powergrid,POWER GRID,POWER,2023
INFY,1444.35,2023-10-04 05:30:00,1449.95,1418.2,1425.0,4510406,0.0072175732217572,0.0072175732217572,7.440548727412008,0.0144919130538682,-4.710838759096123,infy,INFOSYS,SOFTWARE,2023
TRENT,2022.3,2023-10-04 05:30:00,2055.95,2007.6,2054.0,551771,-0.0178718857753387,-0.0178718857753387,47.27618955792313,0.0230737989326521,3.876006363592519,trent,TRENT,RETAILING,2023
BHARTIARTL,924.25,2023-10-04 05:30:00,925.95,918.3,918.3,5603669,-0.0011347671025613,-0.0011347671025613,12.409474543969512,0.0136245077288292,-0.4192757963517585,airtel,BHARTI AIRTEL,TELECOM,2023
TATAMOTORS,613.6,2023-10-04 05:30:00,620.8,608.3,620.8,7612709,-0.0110403739221532,-0.0110403739221532,23.292760037938667,0.0178765051564171,-0.6244072083465136,tatamotors,TATA MOTORS,AUTOMOBILES,2023
WIPRO,404.9,2023-10-04 05:30:00,405.45,400.65,402.7,3452935,-0.0013565174497471,-0.0013565174497471,15.955222044531927,0.0174678862819052,-6.06470660597859,wipro,WIPRO,SOFTWARE,2023
TECHM,1205.0,2023-10-04 05:30:00,1215.5,1186.05,1210.0,2340603,-0.0092090116757113,-0.0092090116757113,4.264296247747025,0.0160198688749189,-7.16450925774208,techm,TECH MAHINDRA,SOFTWARE,2023
NTPC,235.15,2023-10-04 05:30:00,241.0,231.5,241.0,25424437,-0.025082918739635,-0.025082918739635,27.3378350726417,0.0194750117012966,-3.499079189686918,ntpc,NTPC,POWER,2023
HINDUNILVR,2507.85,2023-10-04 05:30:00,2511.05,2465.15,2467.05,1587335,0.0157762566325083,0.0157762566325083,6.985943775100395,0.0120738957960637,-0.2409638554216867,hindunilvr,HINDUSTAN UNILEVER,FMCG,2023
APOLLOHOSP,5047.4,2023-10-04 05:30:00,5096.85,4982.3,5085.0,442482,-0.0139774758495394,-0.0139774758495394,10.99738273382696,0.0141345747050707,-6.208466710125613,apollohosp,APOLLO HOSPITALS,MISCELLANEOUS,2023
M&M,1522.1,2023-10-04 05:30:00,1537.9,1501.75,1531.8,2580901,-0.0099518667880839,-0.0099518667880839,8.276984723265718,0.0192127729487868,-8.677685950413231,mm,M&M,AUTOMOBILES,2023
GRASIM,1888.34,2023-10-04 05:30:00,1902.44,1869.62,1898.45,687673,-0.0133239978263596,-0.0133239978263596,10.720868958478691,0.0144651138119815,-2.146881476312968,grasim,GRASIM,TEXTILES,2023
ICICIBANK,930.05,2023-10-04 05:30:00,935.5,925.0,935.0,17334739,-0.010900776347974,-0.010900776347974,4.728877679697352,0.0127888973881047,-3.8093736864228656,icicibank,ICICI BANK,BANKING,2023
ADANIENT,2464.95,2023-10-04 05:30:00,2502.75,2392.25,2402.2,2857377,0.0325479107759973,0.0325479107759973,17.82258064516128,0.0286005237925087,-5.101323407775017,adanigreen,ADANI ENTERPRISES,MISCELLANEOUS,2023
ADANIPORTS,824.6,2023-10-04 05:30:00,845.45,819.35,830.95,4096647,-0.0081789752225162,-0.0081789752225162,24.01331719128328,0.0260286434545126,-4.993946731234867,adaniports,ADANI PORTS & SEZ,MISCELLANEOUS,2023
BEL,138.85,2023-10-04 05:30:00,139.15,136.55,138.0,14912053,-0.0025143678160919,-0.0025143678160919,33.57505438723712,0.0232833920598751,-3.3720087019579443,bel,BHARAT ELECTRONICS,DEFENCE,2023
BAJAJFINSV,1532.55,2023-10-04 05:30:00,1555.85,1521.15,1555.0,1614123,-0.0182569424425866,-0.0182569424425866,10.165005718019929,0.0141178495438569,2.5682078091815037,bajajfinsv,BAJAJ FINSERV,FINANCE,2023
EICHERMOT,3400.9,2023-10-04 05:30:00,3408.95,3323.75,3350.0,566983,0.0147699468878677,0.0147699468878677,20.9110274592197,0.016098898407438,-3.832910210394231,eichermot,EICHER MOTORS,AUTOMOBILES,2023
COALINDIA,287.95,2023-10-04 05:30:00,291.5,285.9,290.8,6338888,-0.013532031517643,-0.013532031517643,26.57801716882679,0.0214114491479055,5.790270998148456,coalindia,COAL INDIA,MINING,2023
MARUTI,10129.8,2023-10-04 05:30:00,10283.9,10090.0,10283.9,407793,-0.0209821299133073,-0.0209821299133073,-3.8049263291564737,0.0137124937724479,-2.9645745018581118,maruti,MARUTI SUZUKI,AUTOMOBILES,2023
INDUSINDBK,1401.3,2023-10-04 05:30:00,1428.5,1386.2,1424.85,3978667,-0.0237564441967397,-0.0237564441967397,11.658519553072628,0.0191111933352513,0.6494413407821197,indusindbk,INDUSIND BANK,BANKING,2023
ASIANPAINT,3169.9,2023-10-04 05:30:00,3189.0,3151.35,3164.95,892584,0.0009631021361922,0.0009631021361922,7.463440826253125,0.0126646796709248,-5.38201572913048,asianpaint,ASIAN PAINTS,PAINTS,2023
TATASTEEL,125.3,2023-10-04 05:30:00,127.1,124.5,127.0,33272725,-0.02109375,-0.02109375,8.217054263565887,0.0182316391523589,-7.945736434108527,tatasteel,TATA STEEL,STEEL,2023
HDFCLIFE,625.5,2023-10-04 05:30:00,632.0,624.25,631.0,2357914,-0.0127061794649198,-0.0127061794649198,1.9308062101032388,0.0146300772585872,-2.537631018992832,hdfclife,HDFC LIFE INSURANCE,INSURANCE,2023
DRREDDY,1083.56,2023-10-04 05:30:00,1099.8,1080.3,1093.0,2109530,-0.0080377904315506,-0.0080377904315506,3.7766919042760576,0.0124901002128858,-3.9261486692083367,drreddy,DR. REDDYS LAB,PHARMACEUTICALS,2023
SUNPHARMA,1123.8,2023-10-04 05:30:00,1139.0,1113.0,1138.1,1803871,-0.0154627885584126,-0.0154627885584126,8.615411150877504,0.0117328229377482,-6.118752964512099,sunpharma,SUN PHARMA,PHARMACEUTICALS,2023
KOTAKBANK,1722.05,2023-10-04 05:30:00,1727.0,1709.0,1715.0,6220979,-0.0028951101589415,-0.0028951101589415,10.294797687861266,0.0142156638822556,0.5433526011560746,kotakbank,KOTAK MAHINDRA BANK,BANKING,2023
SHRIRAMFIN,1850.6,2023-10-04 05:30:00,1919.95,1841.5,1909.0,1340167,-0.0371237545201489,-0.0371237545201489,5.949432404540773,0.021686664608624,-3.0005159958720378,shriramfin,SHRIRAM FINANCE,FINANCE,2023
NESTLEIND,2298.62,2023-10-04 05:30:00,2335.88,2255.1,2280.51,2134880,0.030069190506919,0.030069190506919,18.09844980872533,0.0125168336382368,7.677201213849973,nestleind,NESTLE,FOOD & TOBACCO,2023
ONGC,182.75,2023-10-04 05:30:00,184.6,182.1,184.45,9360058,-0.0100216684723726,-0.0100216684723726,8.32012678288431,0.0222473121756833,-1.6640253565768652,ongc,ONGC,ENERGY,2023
CIPLA,1167.05,2023-10-04 05:30:00,1185.0,1161.3,1178.1,999123,-0.0133158606695975,-0.0133158606695975,5.26182432432432,0.0163324157657603,1.351351351351351,cipla,CIPLA,PHARMACEUTICALS,2023
BPCL,170.68,2023-10-04 05:30:00,172.48,169.78,170.68,6049760,0.0,0.0,29.3142037302726,0.022068851102665,0.2180774748923933,bpcl,BPCL,ENERGY,2023
BRITANNIA,4532.5,2023-10-04 05:30:00,4540.0,4466.75,4490.0,318564,0.0082416665739804,0.0082416665739804,17.98201025459688,0.0130392183699841,-2.172471711456864,titan,TITAN,RETAILING,2023
SBILIFE,1270.55,2023-10-04 05:30:00,1297.7,1264.35,1291.6,1139615,-0.016944562652327,-0.016944562652327,10.018047075989694,0.0151134284261964,5.045501670314466,sbilife,SBI LIFE INSURANCE,INSURANCE,2023
HINDALCO,473.4,2023-10-04 05:30:00,477.9,470.0,474.0,3302259,-0.0136472549223877,-0.0136472549223877,27.271786379631543,0.0195868364114309,-4.885116953011803,hindalco,HINDALCO,ALUMINIUM,2023
HEROMOTOCO,2989.05,2023-10-04 05:30:00,3020.0,2976.05,3015.95,307263,-0.0088042180660564,-0.0088042180660564,35.367887508175286,0.016563238026907,0.9924787442773024,heromotoco,HERO MOTOCORP,AUTOMOBILES,2023
AXISBANK,995.55,2023-10-04 05:30:00,1037.0,988.85,1035.35,22584212,-0.0437058738773353,-0.0437058738773353,6.502415458937194,0.0156249649291584,-5.13526570048309,axisbank,AXIS BANK,BANKING,2023
HDFCBANK,1529.55,2023-10-04 05:30:00,1535.0,1489.25,1495.0,27324715,0.0142568217234175,0.0142568217234175,11.93516699410609,0.0134898004053822,-3.307138179436804,hdfcbank,HDFC BANK,BANKING,2023
BAJAJ-AUTO,4918.6,2023-10-04 05:30:00,5019.2,4903.05,5011.25,256544,-0.0195058258330093,-0.0195058258330093,34.20039486673247,0.0176093699398215,4.917077986179668,bajajauto,BAJAJ AUTO,AUTOMOBILES,2023
SBIN,592.15,2023-10-05 05:30:00,594.35,587.1,590.0,13248028,0.0100639658848613,-0.0179119329961026,7.618169627891373,0.0179393448217401,-5.204492122024818,sbin,SBI,BANKING,2023
BAJFINANCE,7850.9,2023-10-05 05:30:00,7914.85,7826.9,7914.85,795061,-0.000401066965451,-0.014646819619459,-5.822666049763522,0.0159184948977344,-3.703346699568175,bajfinance,BAJAJ FINANCE,FINANCE,2023
TITAN,3216.5,2023-10-05 05:30:00,3231.0,3165.0,3173.9,1109881,0.0157421881167796,0.0063355494720376,16.72541920731706,0.0141358930386301,1.2973196138211354,titan,TITAN,RETAILING,2023
ITC,436.05,2023-10-05 05:30:00,440.5,435.05,440.0,10030257,-0.0001146526026141,-0.0084138715179078,4.784580498866219,0.0119437024583196,-2.857142857142862,itc,ITC,FOOD & TOBACCO,2023
TCS,3589.35,2023-10-05 05:30:00,3624.0,3551.2,3554.0,2990768,0.0145855416578333,0.0214864038020974,7.334050138645246,0.013161771587106,-4.68139890215607,tcs,TCS,SOFTWARE,2023
LT,3096.05,2023-10-05 05:30:00,3114.9,3032.55,3032.55,3413447,0.022558005119313,0.0074188562596599,15.967768459135009,0.0169639041500464,-3.665515540207197,lt,L&T,ENGINEERING,2023
TATACONSUM,849.64,2023-10-05 05:30:00,858.58,846.97,855.42,740770,-0.005256811024083,-0.0134231305155598,24.919703951962013,0.0148047736681353,3.5050970534841506,tataconsumer,TATA CONSUMER,FMCG,2023
RELIANCE,1157.05,2023-10-05 05:30:00,1164.7,1154.5,1159.63,10953682,-2.5927334324271637e-05,-0.001751389032681,10.944487840888604,0.0135620671300733,-1.8043383091410063,reliance,RELIANCE IND.,ENERGY,2023
HCLTECH,1235.45,2023-10-05 05:30:00,1253.95,1227.8,1249.0,2995200,-0.0033076519704731,-0.0026237184144667,18.953346855983767,0.0142946506811317,3.5294117647058822,hcltech,HCL TECHNOLOGIES,SOFTWARE,2023
JSWSTEEL,755.5,2023-10-05 05:30:00,762.65,752.9,762.0,1459736,-0.0014538725878932,-0.0191496267445634,13.353937286716896,0.0163839323567222,-5.176743287618304,jswsteel,JSW STEEL,STEEL,2023
ULTRACEMCO,8177.45,2023-10-05 05:30:00,8208.8,8125.0,8177.0,310506,0.0069697137614903,-0.0153463617864152,26.710097719869708,0.0143145967068882,1.607552177584751,ultracemco,ULTRATECH CEMENT,CEMENT,2023
POWERGRID,196.6,2023-10-05 05:30:00,199.5,195.35,199.5,14575590,-0.0120603015075376,-0.0147832623402656,19.34591194968553,0.0186714422966643,1.710691823899374,powergrid,POWER GRID,POWER,2023
INFY,1463.45,2023-10-05 05:30:00,1475.65,1450.2,1452.0,7384621,0.01322394156541,0.0205369595536959,7.440548727412008,0.0144919130538682,-4.710838759096123,infy,INFOSYS,SOFTWARE,2023
TRENT,2047.6,2023-10-05 05:30:00,2058.15,2022.3,2022.95,461744,0.0125105078376106,-0.0055849643047932,47.27618955792313,0.0230737989326521,3.876006363592519,trent,TRENT,RETAILING,2023
BHARTIARTL,928.85,2023-10-05 05:30:00,929.6,919.4,925.05,7063132,0.0049770083851772,0.0038365935372313,12.409474543969512,0.0136245077288292,-0.4192757963517585,airtel,BHARTI AIRTEL,TELECOM,2023
TATAMOTORS,619.6,2023-10-05 05:30:00,621.35,614.65,619.0,7893892,0.0097783572359844,-0.0013699734063985,23.292760037938667,0.0178765051564171,-0.6244072083465136,tatamotors,TATA MOTORS,AUTOMOBILES,2023
WIPRO,406.8,2023-10-05 05:30:00,410.4,405.0,407.95,4062652,0.0046925166707829,0.0033296337402886,15.955222044531927,0.0174678862819052,-6.06470660597859,wipro,WIPRO,SOFTWARE,2023
TECHM,1205.6,2023-10-05 05:30:00,1223.95,1199.5,1214.0,2497613,0.0004979253112031,-0.0087156717645126,4.264296247747025,0.0160198688749189,-7.16450925774208,techm,TECH MAHINDRA,SOFTWARE,2023
NTPC,233.85,2023-10-05 05:30:00,237.4,232.05,237.25,22472389,-0.0055283861365086,-0.0304726368159203,27.3378350726417,0.0194750117012966,-3.499079189686918,ntpc,NTPC,POWER,2023
HINDUNILVR,2519.55,2023-10-05 05:30:00,2524.8,2495.35,2518.0,1909928,0.0046653507984928,0.0205152092024789,6.985943775100395,0.0120738957960637,-0.2409638554216867,hindunilvr,HINDUSTAN UNILEVER,FMCG,2023
APOLLOHOSP,5047.05,2023-10-05 05:30:00,5079.85,5026.65,5054.95,363289,-6.934263184998901e-05,-0.0140458492464273,10.99738273382696,0.0141345747050707,-6.208466710125613,apollohosp,APOLLO HOSPITALS,MISCELLANEOUS,2023
M&M,1537.95,2023-10-05 05:30:00,1550.8,1513.05,1533.0,1991367,0.0104132448590763,0.0003577468453233,8.276984723265718,0.0192127729487868,-8.677685950413231,mm,M&M,AUTOMOBILES,2023
GRASIM,1882.67,2023-10-05 05:30:00,1901.44,1873.55,1889.59,544715,-0.0030026372369381,-0.0162866279312794,10.720868958478691,0.0144651138119815,-2.146881476312968,grasim,GRASIM,TEXTILES,2023
ICICIBANK,940.85,2023-10-05 05:30:00,943.95,934.55,935.2,10478856,0.0116122789097361,0.0005849197064766,4.728877679697352,0.0127888973881047,-3.8093736864228656,icicibank,ICICI BANK,BANKING,2023
ADANIENT,2466.35,2023-10-05 05:30:00,2486.5,2446.4,2477.95,1132455,0.0005679628390029,0.0331343596188082,17.82258064516128,0.0286005237925087,-5.101323407775017,adanigreen,ADANI ENTERPRISES,MISCELLANEOUS,2023
ADANIPORTS,825.2,2023-10-05 05:30:00,832.0,820.25,830.85,2083505,0.0007276255154013,-0.0074573009381765,24.01331719128328,0.0260286434545126,-4.993946731234867,adaniports,ADANI PORTS & SEZ,MISCELLANEOUS,2023
BEL,138.95,2023-10-05 05:30:00,141.35,138.1,139.5,15996620,0.0007202016564638,-0.0017959770114942,33.57505438723712,0.0232833920598751,-3.3720087019579443,bel,BHARAT ELECTRONICS,DEFENCE,2023
BAJAJFINSV,1542.55,2023-10-05 05:30:00,1556.0,1532.3,1540.0,1153064,0.0065250725914325,-0.0118509977258896,10.165005718019929,0.0141178495438569,2.5682078091815037,bajajfinsv,BAJAJ FINSERV,FINANCE,2023
