Ticker,close,date,high,low,open,volume,year,yearly_return,monthly_return,daily_return,cumulative_return,volatility,COMPANY,sector
INFY,1434.0,2023-10-03 05:30:00,1437.0,1420.3,1436.05,4181867,2023,32.4640506946137,-0.045746164574616395,0.0,0.0,0.014491913053868204,INFOSYS,SOFTWARE
TRENT,2059.1,2023-10-03 05:30:00,2086.3,2052.0,2074.3,543387,2023,220.72506387697052,0.04642805109028212,0.0,0.0,0.023073798932652153,TRENT,RETAILING
BHARTIARTL,925.3,2023-10-03 05:30:00,928.25,916.05,918.25,4338272,2023,70.90117070514566,-0.011779963255160465,0.0,0.0,0.013624507728829288,,
TATAMOTORS,620.45,2023-10-03 05:30:00,632.65,618.6,632.6,6894577,2023,25.03951944356623,0.013216214038197971,0.0,0.0,0.01787650515641716,TATA MOTORS,AUTOMOBILES
WIPRO,405.45,2023-10-03 05:30:00,408.1,403.6,406.45,2864052,2023,40.644605732562425,-0.05833025033912931,0.0,0.0,0.017467886281905282,WIPRO,SOFTWARE
TECHM,1216.2,2023-10-03 05:30:00,1230.7,1212.55,1220.6,1622290,2023,43.16319842700313,-0.06828646604176941,0.0,0.0,0.016019868874918946,TECH MAHINDRA,SOFTWARE
NTPC,241.2,2023-10-03 05:30:00,246.7,240.55,244.35,14885044,2023,49.560057294863924,-0.022388059701492446,0.0,0.0,0.019475011701296695,NTPC,POWER
HINDUNILVR,2468.9,2023-10-03 05:30:00,2499.0,2461.8,2490.0,1585626,2023,-1.7971887550200805,0.006116084086030179,0.0,0.0,0.012073895796063713,HINDUSTAN UNILEVER,FMCG
APOLLOHOSP,5118.95,2023-10-03 05:30:00,5154.95,5066.0,5138.95,268482,2023,34.95169246635987,-0.05842018382676138,0.0,0.0,0.014134574705070773,APOLLO HOSPITALS,MISCELLANEOUS
M&M,1537.4,2023-10-03 05:30:00,1598.0,1533.05,1597.2,3436776,2023,88.63949411470071,-0.05125536620267997,0.0,0.0,0.019212772948786868,M&M,AUTOMOBILES
GRASIM,1913.84,2023-10-03 05:30:00,1931.32,1899.1,1920.46,591326,2023,35.31393520302428,-0.01808406136354131,0.0,0.0,0.01446511381198158,GRASIM,TEXTILES
ICICIBANK,940.3,2023-10-03 05:30:00,951.6,939.0,951.6,11131636,2023,34.30538041193778,-0.026534084866531887,0.0,0.0,0.012788897388104722,ICICI BANK,BANKING
ADANIENT,2387.25,2023-10-03 05:30:00,2424.9,2372.0,2418.0,2019899,2023,-7.857733664185278,-0.03878940203162631,0.0,0.0,0.028600523792508787,,
ADANIPORTS,831.4,2023-10-03 05:30:00,836.75,824.25,826.0,2453090,2023,37.62106537530266,-0.05611017560740916,0.0,0.0,0.026028643454512657,ADANI PORTS & SEZ,MISCELLANEOUS
BEL,139.2,2023-10-03 05:30:00,140.6,137.2,137.9,19010910,2023,103.66207396664251,-0.04274425287356314,0.0,0.0,0.023283392059875133,BHARAT ELECTRONICS,DEFENCE
BAJAJFINSV,1561.05,2023-10-03 05:30:00,1564.2,1527.0,1530.25,1083086,2023,4.613625224636491,0.0054450530091925305,0.0,0.0,0.014117849543856996,BAJAJ FINSERV,FINANCE
EICHERMOT,3351.4,2023-10-03 05:30:00,3434.95,3302.9,3426.9,1354075,2023,45.50176544398727,-0.016664677448230563,0.0,0.0,0.01609889840743809,EICHER MOTORS,AUTOMOBILES
COALINDIA,291.9,2023-10-03 05:30:00,297.1,290.1,297.05,9348540,2023,39.38730853391685,0.0765673175745119,0.0,0.0,0.021411449147905545,COAL INDIA,MINING
MARUTI,10346.9,2023-10-03 05:30:00,10709.8,10303.3,10709.8,623006,2023,3.303516405535128,0.004387787646541441,0.0,0.0,0.013712493772447978,MARUTI SUZUKI,AUTOMOBILES
INDUSINDBK,1435.4,2023-10-03 05:30:00,1438.4,1420.0,1432.0,1442499,2023,-30.293296089385475,0.004110352514978308,0.0,0.0,0.0191111933352513,INDUSIND BANK,BANKING
ASIANPAINT,3166.85,2023-10-03 05:30:00,3227.8,3162.0,3166.1,1219145,2023,-21.916553488519003,-0.05404423954402643,0.0,0.0,0.012664679670924878,ASIAN PAINTS,PAINTS
TATASTEEL,128.0,2023-10-03 05:30:00,129.1,127.25,129.0,18613557,2023,10.682170542635658,-0.072265625,0.0,0.0,0.018231639152358904,TATA STEEL,STEEL
HDFCLIFE,633.55,2023-10-03 05:30:00,637.5,628.55,634.45,3454441,2023,8.47190479943258,-0.023991792281587772,0.0,0.0,0.014630077258587258,HDFC LIFE INSURANCE,INSURANCE
DRREDDY,1092.34,2023-10-03 05:30:00,1117.38,1090.0,1117.38,2065240,2023,8.687286330523182,-0.017238222531446187,0.0,0.0,0.012490100212885843,DR. REDDYS LAB,PHARMACEUTICALS
SUNPHARMA,1141.45,2023-10-03 05:30:00,1161.95,1139.25,1159.55,1946966,2023,54.827303695399074,-0.046300757808051284,0.0,0.0,0.011732822937748232,SUN PHARMA,PHARMACEUTICALS
KOTAKBANK,1727.05,2023-10-03 05:30:00,1735.0,1715.45,1730.0,5534869,2023,1.8179190751445113,0.007150922092585702,0.0,0.0,0.014215663882255638,KOTAK MAHINDRA BANK,BANKING
SHRIRAMFIN,1921.95,2023-10-03 05:30:00,1939.9,1881.0,1938.0,2207907,2023,47.06140350877194,-0.021904836234033213,0.0,0.0,0.02168666460862403,SHRIRAM FINANCE,FINANCE
NESTLEIND,2231.52,2023-10-03 05:30:00,2259.47,2225.52,2250.69,500130,2023,-0.15062047638723558,0.08602208360220838,0.0,0.0,0.012516833638236864,NESTLE,FOOD & TOBACCO
ONGC,184.6,2023-10-03 05:30:00,189.3,183.65,189.3,22118500,2023,29.741151611199147,0.00839653304442043,0.0,0.0,0.02224731217568337,ONGC,ENERGY
CIPLA,1182.8,2023-10-03 05:30:00,1185.7,1170.95,1184.0,1581125,2023,25.548986486486484,0.014541765302671665,0.0,0.0,0.016332415765760364,CIPLA,PHARMACEUTICALS
BPCL,170.68,2023-10-03 05:30:00,174.6,170.43,174.25,10514554,2023,64.04591104734578,0.023142723224748,0.0,0.0,0.022068851102665002,BPCL,ENERGY
BRITANNIA,4495.45,2023-10-03 05:30:00,4553.25,4486.6,4524.8,543482,2023,7.150592291371997,-0.015337730371820357,0.0,0.0,0.013039218369984167,,
SBILIFE,1292.45,2023-10-03 05:30:00,1302.15,1282.65,1302.15,1282289,2023,14.05368045156088,0.05833881388061423,0.0,0.0,0.015113428426196436,SBI LIFE INSURANCE,INSURANCE
HINDALCO,479.95,2023-10-03 05:30:00,484.55,476.6,483.1,4657602,2023,34.982405299109914,-0.042608605063027376,0.0,0.0,0.019586836411430934,HINDALCO,ALUMINIUM
HEROMOTOCO,3015.6,2023-10-03 05:30:00,3064.9,2991.5,3058.0,387906,2023,56.7724002616089,0.024124552327894948,0.0,0.0,0.016563238026907092,HERO MOTOCORP,AUTOMOBILES
AXISBANK,1041.05,2023-10-03 05:30:00,1044.7,1032.6,1035.0,11589322,2023,10.376811594202907,-0.056865664473368174,0.0,0.0,0.015624964929158446,AXIS BANK,BANKING
HDFCBANK,1508.05,2023-10-03 05:30:00,1527.0,1506.0,1527.0,19485847,2023,14.31565160445317,-0.020921056994131465,0.0,0.0,0.01348980040538228,HDFC BANK,BANKING
BAJAJ-AUTO,5016.45,2023-10-03 05:30:00,5073.0,4997.1,5065.0,464531,2023,87.19940769990127,0.05932482133779872,0.0,0.0,0.017609369939821526,BAJAJ AUTO,AUTOMOBILES
SBIN,586.25,2023-10-04 05:30:00,600.45,584.45,600.0,24914612,2023,36.78343949044584,-0.06202836056057731,-0.027697155651380756,-0.027697155651380756,0.017939344821740196,SBI,BANKING
BAJFINANCE,7854.05,2023-10-04 05:30:00,8043.0,7820.0,8025.0,1176384,2023,-14.096879498252113,-0.05961017119333309,-0.014251468447211257,-0.014251468447211257,0.01591849489773447,BAJAJ FINANCE,FINANCE
TITAN,3166.65,2023-10-04 05:30:00,3205.0,3151.0,3186.0,486969,2023,5.0781249999999885,-0.002064919827923319,-0.00926085256159559,-0.00926085256159559,0.014135893038630176,TITAN,RETAILING
ITC,436.1,2023-10-04 05:30:00,441.7,433.3,439.75,13396709,2023,7.630385487528339,-0.025810119386014834,-0.008300170551449604,-0.008300170551449604,0.011943702458319614,ITC,FOOD & TOBACCO
TCS,3537.75,2023-10-04 05:30:00,3548.0,3477.3,3486.3,1788138,2023,20.1007300096203,-0.041293737638203085,0.006801656302915626,0.006801656302915626,0.013161771587106071,TCS,SOFTWARE
LT,3027.75,2023-10-04 05:30:00,3064.1,2990.05,3064.1,3100946,2023,18.516691333662227,-0.04692101195802483,-0.014805173676075811,-0.014805173676075811,0.01696390415004649,L&T,ENGINEERING
TATACONSUM,854.13,2023-10-04 05:30:00,859.17,844.5,856.36,615431,2023,9.993948703626122,0.03279145378541571,-0.008209475150952272,-0.008209475150952272,0.0148047736681353,,
RELIANCE,1157.08,2023-10-04 05:30:00,1159.5,1147.55,1154.5,10286386,2023,8.6208228538074,-0.013053456189391485,-0.0017255064361390016,-0.0017255064361390016,0.013562067130073357,RELIANCE IND.,ENERGY
HCLTECH,1239.55,2023-10-04 05:30:00,1244.8,1225.0,1234.0,2253785,2023,54.02839756592292,0.030112214418341773,0.0006862032776298044,0.0006862032776298044,0.014294650681131723,HCL TECHNOLOGIES,SOFTWARE
JSWSTEEL,756.6,2023-10-04 05:30:00,768.0,753.15,767.95,1654158,2023,25.857961496362126,-0.0440116845180136,-0.017721518987341756,-0.017721518987341756,0.016383932356722215,JSW STEEL,STEEL
ULTRACEMCO,8120.85,2023-10-04 05:30:00,8292.55,8045.05,8292.55,884369,2023,37.233683194595244,0.014130212284314124,-0.022161615431853354,-0.022161615431853354,0.01431459670688822,ULTRATECH CEMENT,CEMENT
POWERGRID,199.0,2023-10-04 05:30:00,199.4,195.4,198.9,14120040,2023,69.53459119496854,0.013029315960912023,-0.0027562014532699353,-0.0027562014532699353,0.018671442296664318,POWER GRID,POWER
INFY,1444.35,2023-10-04 05:30:00,1449.95,1418.2,1425.0,4510406,2023,32.4640506946137,-0.045746164574616395,0.007217573221757201,0.007217573221757201,0.014491913053868204,INFOSYS,SOFTWARE
TRENT,2022.3,2023-10-04 05:30:00,2055.95,2007.6,2054.0,551771,2023,220.72506387697052,0.04642805109028212,-0.017871885775338714,-0.017871885775338714,0.023073798932652153,TRENT,RETAILING
BHARTIARTL,924.25,2023-10-04 05:30:00,925.95,918.3,918.3,5603669,2023,70.90117070514566,-0.011779963255160465,-0.0011347671025613293,-0.0011347671025613293,0.013624507728829288,,
TATAMOTORS,613.6,2023-10-04 05:30:00,620.8,608.3,620.8,7612709,2023,25.03951944356623,0.013216214038197971,-0.01104037392215329,-0.01104037392215329,0.01787650515641716,TATA MOTORS,AUTOMOBILES
WIPRO,404.9,2023-10-04 05:30:00,405.45,400.65,402.7,3452935,2023,40.644605732562425,-0.05833025033912931,-0.0013565174497471855,-0.0013565174497471855,0.017467886281905282,WIPRO,SOFTWARE
TECHM,1205.0,2023-10-04 05:30:00,1215.5,1186.05,1210.0,2340603,2023,43.16319842700313,-0.06828646604176941,-0.00920901167571131,-0.00920901167571131,0.016019868874918946,TECH MAHINDRA,SOFTWARE
NTPC,235.15,2023-10-04 05:30:00,241.0,231.5,241.0,25424437,2023,49.560057294863924,-0.022388059701492446,-0.025082918739635085,-0.025082918739635085,0.019475011701296695,NTPC,POWER
HINDUNILVR,2507.85,2023-10-04 05:30:00,2511.05,2465.15,2467.05,1587335,2023,-1.7971887550200805,0.006116084086030179,0.015776256632508368,0.015776256632508368,0.012073895796063713,HINDUSTAN UNILEVER,FMCG
APOLLOHOSP,5047.4,2023-10-04 05:30:00,5096.85,4982.3,5085.0,442482,2023,34.95169246635987,-0.05842018382676138,-0.013977475849539456,-0.013977475849539456,0.014134574705070773,APOLLO HOSPITALS,MISCELLANEOUS
M&M,1522.1,2023-10-04 05:30:00,1537.9,1501.75,1531.8,2580901,2023,88.63949411470071,-0.05125536620267997,-0.009951866788083907,-0.009951866788083907,0.019212772948786868,M&M,AUTOMOBILES
GRASIM,1888.34,2023-10-04 05:30:00,1902.44,1869.62,1898.45,687673,2023,35.31393520302428,-0.01808406136354131,-0.013323997826359624,-0.013323997826359624,0.01446511381198158,GRASIM,TEXTILES
ICICIBANK,930.05,2023-10-04 05:30:00,935.5,925.0,935.0,17334739,2023,34.30538041193778,-0.026534084866531887,-0.01090077634797404,-0.01090077634797404,0.012788897388104722,ICICI BANK,BANKING
ADANIENT,2464.95,2023-10-04 05:30:00,2502.75,2392.25,2402.2,2857377,2023,-7.857733664185278,-0.03878940203162631,0.03254791077599739,0.03254791077599739,0.028600523792508787,,
ADANIPORTS,824.6,2023-10-04 05:30:00,845.45,819.35,830.95,4096647,2023,37.62106537530266,-0.05611017560740916,-0.008178975222516205,-0.008178975222516205,0.026028643454512657,ADANI PORTS & SEZ,MISCELLANEOUS
BEL,138.85,2023-10-04 05:30:00,139.15,136.55,138.0,14912053,2023,103.66207396664251,-0.04274425287356314,-0.0025143678160919336,-0.0025143678160919336,0.023283392059875133,BHARAT ELECTRONICS,DEFENCE
BAJAJFINSV,1532.55,2023-10-04 05:30:00,1555.85,1521.15,1555.0,1614123,2023,4.613625224636491,0.0054450530091925305,-0.018256942442586688,-0.018256942442586688,0.014117849543856996,BAJAJ FINSERV,FINANCE
EICHERMOT,3400.9,2023-10-04 05:30:00,3408.95,3323.75,3350.0,566983,2023,45.50176544398727,-0.016664677448230563,0.014769946887867702,0.014769946887867702,0.01609889840743809,EICHER MOTORS,AUTOMOBILES
COALINDIA,287.95,2023-10-04 05:30:00,291.5,285.9,290.8,6338888,2023,39.38730853391685,0.0765673175745119,-0.01353203151764304,-0.01353203151764304,0.021411449147905545,COAL INDIA,MINING
MARUTI,10129.8,2023-10-04 05:30:00,10283.9,10090.0,10283.9,407793,2023,3.303516405535128,0.004387787646541441,-0.02098212991330739,-0.02098212991330739,0.013712493772447978,MARUTI SUZUKI,AUTOMOBILES
INDUSINDBK,1401.3,2023-10-04 05:30:00,1428.5,1386.2,1424.85,3978667,2023,-30.293296089385475,0.004110352514978308,-0.023756444196739723,-0.023756444196739723,0.0191111933352513,INDUSIND BANK,BANKING
ASIANPAINT,3169.9,2023-10-04 05:30:00,3189.0,3151.35,3164.95,892584,2023,-21.916553488519003,-0.05404423954402643,0.0009631021361922176,0.0009631021361922176,0.012664679670924878,ASIAN PAINTS,PAINTS
TATASTEEL,125.3,2023-10-04 05:30:00,127.1,124.5,127.0,33272725,2023,10.682170542635658,-0.072265625,-0.021093750000000022,-0.021093750000000022,0.018231639152358904,TATA STEEL,STEEL
HDFCLIFE,625.5,2023-10-04 05:30:00,632.0,624.25,631.0,2357914,2023,8.47190479943258,-0.023991792281587772,-0.012706179464919809,-0.012706179464919809,0.014630077258587258,HDFC LIFE INSURANCE,INSURANCE
DRREDDY,1083.56,2023-10-04 05:30:00,1099.8,1080.3,1093.0,2109530,2023,8.687286330523182,-0.017238222531446187,-0.008037790431550618,-0.008037790431550618,0.012490100212885843,DR. REDDYS LAB,PHARMACEUTICALS
SUNPHARMA,1123.8,2023-10-04 05:30:00,1139.0,1113.0,1138.1,1803871,2023,54.827303695399074,-0.046300757808051284,-0.015462788558412655,-0.015462788558412655,0.011732822937748232,SUN PHARMA,PHARMACEUTICALS
KOTAKBANK,1722.05,2023-10-04 05:30:00,1727.0,1709.0,1715.0,6220979,2023,1.8179190751445113,0.007150922092585702,-0.002895110158941505,-0.002895110158941505,0.014215663882255638,KOTAK MAHINDRA BANK,BANKING
SHRIRAMFIN,1850.6,2023-10-04 05:30:00,1919.95,1841.5,1909.0,1340167,2023,47.06140350877194,-0.021904836234033213,-0.03712375452014893,-0.03712375452014893,0.02168666460862403,SHRIRAM FINANCE,FINANCE
NESTLEIND,2298.62,2023-10-04 05:30:00,2335.88,2255.1,2280.51,2134880,2023,-0.15062047638723558,0.08602208360220838,0.03006919050691903,0.03006919050691903,0.012516833638236864,NESTLE,FOOD & TOBACCO
ONGC,182.75,2023-10-04 05:30:00,184.6,182.1,184.45,9360058,2023,29.741151611199147,0.00839653304442043,-0.010021668472372625,-0.010021668472372625,0.02224731217568337,ONGC,ENERGY
CIPLA,1167.05,2023-10-04 05:30:00,1185.0,1161.3,1178.1,999123,2023,25.548986486486484,0.014541765302671665,-0.013315860669597557,-0.013315860669597557,0.016332415765760364,CIPLA,PHARMACEUTICALS
BPCL,170.68,2023-10-04 05:30:00,172.48,169.78,170.68,6049760,2023,64.04591104734578,0.023142723224748,0.0,0.0,0.022068851102665002,BPCL,ENERGY
BRITANNIA,4532.5,2023-10-04 05:30:00,4540.0,4466.75,4490.0,318564,2023,7.150592291371997,-0.015337730371820357,0.0082416665739804,0.0082416665739804,0.013039218369984167,,
SBILIFE,1270.55,2023-10-04 05:30:00,1297.7,1264.35,1291.6,1139615,2023,14.05368045156088,0.05833881388061423,-0.016944562652327022,-0.016944562652327022,0.015113428426196436,SBI LIFE INSURANCE,INSURANCE
HINDALCO,473.4,2023-10-04 05:30:00,477.9,470.0,474.0,3302259,2023,34.982405299109914,-0.042608605063027376,-0.01364725492238772,-0.01364725492238772,0.019586836411430934,HINDALCO,ALUMINIUM
HEROMOTOCO,2989.05,2023-10-04 05:30:00,3020.0,2976.05,3015.95,307263,2023,56.7724002616089,0.024124552327894948,-0.008804218066056468,-0.008804218066056468,0.016563238026907092,HERO MOTOCORP,AUTOMOBILES
AXISBANK,995.55,2023-10-04 05:30:00,1037.0,988.85,1035.35,22584212,2023,10.376811594202907,-0.056865664473368174,-0.04370587387733538,-0.04370587387733538,0.015624964929158446,AXIS BANK,BANKING
HDFCBANK,1529.55,2023-10-04 05:30:00,1535.0,1489.25,1495.0,27324715,2023,14.31565160445317,-0.020921056994131465,0.014256821723417579,0.014256821723417579,0.01348980040538228,HDFC BANK,BANKING
BAJAJ-AUTO,4918.6,2023-10-04 05:30:00,5019.2,4903.05,5011.25,256544,2023,87.19940769990127,0.05932482133779872,-0.019505825833009305,-0.019505825833009305,0.017609369939821526,BAJAJ AUTO,AUTOMOBILES
SBIN,592.15,2023-10-05 05:30:00,594.35,587.1,590.0,13248028,2023,36.78343949044584,-0.06202836056057731,0.010063965884861359,-0.01791193299610261,0.017939344821740196,SBI,BANKING
BAJFINANCE,7850.9,2023-10-05 05:30:00,7914.85,7826.9,7914.85,795061,2023,-14.096879498252113,-0.05961017119333309,-0.0004010669654510579,-0.014646819619459017,0.01591849489773447,BAJAJ FINANCE,FINANCE
TITAN,3216.5,2023-10-05 05:30:00,3231.0,3165.0,3173.9,1109881,2023,5.0781249999999885,-0.002064919827923319,0.015742188116779632,0.006335549472037627,0.014135893038630176,TITAN,RETAILING
ITC,436.05,2023-10-05 05:30:00,440.5,435.05,440.0,10030257,2023,7.630385487528339,-0.025810119386014834,-0.00011465260261411814,-0.008413871517907845,0.011943702458319614,ITC,FOOD & TOBACCO
TCS,3589.35,2023-10-05 05:30:00,3624.0,3551.2,3554.0,2990768,2023,20.1007300096203,-0.041293737638203085,0.014585541657833323,0.02148640380209743,0.013161771587106071,TCS,SOFTWARE
LT,3096.05,2023-10-05 05:30:00,3114.9,3032.55,3032.55,3413447,2023,18.516691333662227,-0.04692101195802483,0.02255800511931305,0.007418856259659989,0.01696390415004649,L&T,ENGINEERING
TATACONSUM,849.64,2023-10-05 05:30:00,858.58,846.97,855.42,740770,2023,9.993948703626122,0.03279145378541571,-0.005256811024083041,-0.013423130515559878,0.0148047736681353,,
RELIANCE,1157.05,2023-10-05 05:30:00,1164.7,1154.5,1159.63,10953682,2023,8.6208228538074,-0.013053456189391485,-2.5927334324271634e-05,-0.0017513890326810166,0.013562067130073357,RELIANCE IND.,ENERGY
HCLTECH,1235.45,2023-10-05 05:30:00,1253.95,1227.8,1249.0,2995200,2023,54.02839756592292,0.030112214418341773,-0.0033076519704731133,-0.002623718414466736,0.014294650681131723,HCL TECHNOLOGIES,SOFTWARE
JSWSTEEL,755.5,2023-10-05 05:30:00,762.65,752.9,762.0,1459736,2023,25.857961496362126,-0.0440116845180136,-0.0014538725878932013,-0.01914962674456344,0.016383932356722215,JSW STEEL,STEEL
ULTRACEMCO,8177.45,2023-10-05 05:30:00,8208.8,8125.0,8177.0,310506,2023,37.233683194595244,0.014130212284314124,0.006969713761490359,-0.015346361786415241,0.01431459670688822,ULTRATECH CEMENT,CEMENT
POWERGRID,196.6,2023-10-05 05:30:00,199.5,195.35,199.5,14575590,2023,69.53459119496854,0.013029315960912023,-0.012060301507537674,-0.014783262340265613,0.018671442296664318,POWER GRID,POWER
INFY,1463.45,2023-10-05 05:30:00,1475.65,1450.2,1452.0,7384621,2023,32.4640506946137,-0.045746164574616395,0.013223941565410069,0.020536959553695944,0.014491913053868204,INFOSYS,SOFTWARE
TRENT,2047.6,2023-10-05 05:30:00,2058.15,2022.3,2022.95,461744,2023,220.72506387697052,0.04642805109028212,0.012510507837610652,-0.005584964304793272,0.023073798932652153,TRENT,RETAILING
BHARTIARTL,928.85,2023-10-05 05:30:00,929.6,919.4,925.05,7063132,2023,70.90117070514566,-0.011779963255160465,0.004977008385177228,0.0038365935372313142,0.013624507728829288,,
TATAMOTORS,619.6,2023-10-05 05:30:00,621.35,614.65,619.0,7893892,2023,25.03951944356623,0.013216214038197971,0.009778357235984414,-0.0013699734063985503,0.01787650515641716,TATA MOTORS,AUTOMOBILES
WIPRO,406.8,2023-10-05 05:30:00,410.4,405.0,407.95,4062652,2023,40.644605732562425,-0.05833025033912931,0.004692516670782965,0.0033296337402886067,0.017467886281905282,WIPRO,SOFTWARE
TECHM,1205.6,2023-10-05 05:30:00,1223.95,1199.5,1214.0,2497613,2023,43.16319842700313,-0.06828646604176941,0.0004979253112031845,-0.0087156717645126,0.016019868874918946,TECH MAHINDRA,SOFTWARE
NTPC,233.85,2023-10-05 05:30:00,237.4,232.05,237.25,22472389,2023,49.560057294863924,-0.022388059701492446,-0.005528386136508634,-0.030472636815920384,0.019475011701296695,NTPC,POWER
HINDUNILVR,2519.55,2023-10-05 05:30:00,2524.8,2495.35,2518.0,1909928,2023,-1.7971887550200805,0.006116084086030179,0.00466535079849284,0.020515209202478957,0.012073895796063713,HINDUSTAN UNILEVER,FMCG
APOLLOHOSP,5047.05,2023-10-05 05:30:00,5079.85,5026.65,5054.95,363289,2023,34.95169246635987,-0.05842018382676138,-6.934263184998901e-05,-0.014045849246427378,0.014134574705070773,APOLLO HOSPITALS,MISCELLANEOUS
M&M,1537.95,2023-10-05 05:30:00,1550.8,1513.05,1533.0,1991367,2023,88.63949411470071,-0.05125536620267997,0.010413244859076354,0.0003577468453233035,0.019212772948786868,M&M,AUTOMOBILES
GRASIM,1882.67,2023-10-05 05:30:00,1901.44,1873.55,1889.59,544715,2023,35.31393520302428,-0.01808406136354131,-0.003002637236938166,-0.01628662793127944,0.01446511381198158,GRASIM,TEXTILES
ICICIBANK,940.85,2023-10-05 05:30:00,943.95,934.55,935.2,10478856,2023,34.30538041193778,-0.026534084866531887,0.011612278909736151,0.000584919706476672,0.012788897388104722,ICICI BANK,BANKING
ADANIENT,2466.35,2023-10-05 05:30:00,2486.5,2446.4,2477.95,1132455,2023,-7.857733664185278,-0.03878940203162631,0.0005679628390029556,0.033134359618808285,0.028600523792508787,,
ADANIPORTS,825.2,2023-10-05 05:30:00,832.0,820.25,830.85,2083505,2023,37.62106537530266,-0.05611017560740916,0.0007276255154013977,-0.0074573009381765365,0.026028643454512657,ADANI PORTS & SEZ,MISCELLANEOUS
BEL,138.95,2023-10-05 05:30:00,141.35,138.1,139.5,15996620,2023,103.66207396664251,-0.04274425287356314,0.0007202016564638036,-0.0017959770114942541,0.023283392059875133,BHARAT ELECTRONICS,DEFENCE
BAJAJFINSV,1542.55,2023-10-05 05:30:00,1556.0,1532.3,1540.0,1153064,2023,4.613625224636491,0.0054450530091925305,0.006525072591432535,-0.0118509977258896,0.014117849543856996,BAJAJ FINSERV,FINANCE
EICHERMOT,3443.6,2023-10-05 05:30:00,3453.9,3387.05,3405.5,394665,2023,45.50176544398727,-0.016664677448230563,0.012555500014701959,0.027510890970937396,0.01609889840743809,EICHER MOTORS,AUTOMOBILES
COALINDIA,289.35,2023-10-05 05:30:00,290.55,283.9,288.8,8687014,2023,39.38730853391685,0.0765673175745119,0.004861955200555768,-0.008735868448098594,0.021411449147905545,COAL INDIA,MINING
MARUTI,10210.2,2023-10-05 05:30:00,10271.0,10109.0,10182.0,377196,2023,3.303516405535128,0.004387787646541441,0.007936978025232522,-0.013211686592119354,0.013712493772447978,MARUTI SUZUKI,AUTOMOBILES
INDUSINDBK,1401.85,2023-10-05 05:30:00,1415.4,1394.3,1408.7,1647175,2023,-30.293296089385475,0.004110352514978308,0.00039249268536356574,-0.02337327574195358,0.0191111933352513,INDUSIND BANK,BANKING
ASIANPAINT,3206.25,2023-10-05 05:30:00,3232.1,3174.3,3210.0,1002610,2023,-21.916553488519003,-0.05404423954402643,0.011467238714155004,0.012441384972448954,0.012664679670924878,ASIAN PAINTS,PAINTS
TATASTEEL,125.25,2023-10-05 05:30:00,126.15,124.55,125.9,27063441,2023,10.682170542635658,-0.072265625,-0.0003990422984836428,-0.021484375,0.018231639152358904,TATA STEEL,STEEL
HDFCLIFE,624.35,2023-10-05 05:30:00,627.75,619.9,626.0,4050085,2023,8.47190479943258,-0.023991792281587772,-0.0018385291766586098,-0.014521347959908337,0.014630077258587258,HDFC LIFE INSURANCE,INSURANCE
